,index,AccountUserID_BLOB,SessionUserID_BLOB,AccountUserID,TimeStamp,EventType,CurrentTime,play_pause,current_slot
0,1027,...,,5285,1418906044,Video.Play,0.0,0,0
1,396,...,,5285,1418906055,Video.Pause,15.5975,0,0
2,1866,...,,5285,1418906348,Video.Play,15.5975,293,0
3,1773,...,,5285,1418906351,Video.Pause,21.5263,0,1
4,2480,...,,5285,1418906528,Video.Play,21.5263,177,1
5,1909,...,,5285,1418906879,Video.Pause,460.525,0,12
6,2089,...,,50578,1430592215,Video.Play,0.0,0,0
7,1795,...,,50578,1430592217,Video.Play,382.0,0,11
8,1212,...,,50578,1430592227,Video.Pause,391.341,0,12
9,1534,...,,71641,1451493489,Video.Pause,63.3847,0,1
10,329,...,,71641,1451495440,Video.Play,68.24,0,1
11,998,...,,71641,1451499810,Video.Play,0.0,0,0
12,1827,...,,79867,1426355924,Video.Play,0.0,0,0
13,1150,...,,79867,1426356205,Video.Play,280.72,0,9
14,604,...,,79867,1426356435,Video.Pause,460.72,0,12
15,1855,...,,173774,1450293106,Video.Play,0.0,0,0
16,2599,...,,173774,1450293158,Video.Pause,51.4003,0,1
17,1794,...,,173774,1450293350,Video.Play,51.68,0,1
18,1378,...,,173774,1450293397,Video.Pause,98.0819,0,2
19,1713,...,,173774,1450294483,Video.Play,98.5075,0,2
20,2408,...,,173774,1450294496,Video.Pause,111.601,0,2
21,1863,...,,173774,1450294610,Video.Play,111.991,0,2
22,306,...,,173774,1450294622,Video.Pause,124.12100000000001,0,4
23,1047,...,,173774,1450294623,Video.Play,124.48100000000001,0,4
24,1454,...,,173774,1450294624,Video.Pause,125.28,0,4
25,2401,...,,173774,1450294630,Video.Play,102.43,0,2
26,2601,...,,173774,1450294855,Video.Pause,326.961,0,9
27,1064,...,,173774,1450295040,Video.Play,327.19,0,9
28,1520,...,,173774,1450295164,Video.Pause,450.32099999999997,0,12
29,105,...,,173774,1450295165,Video.Play,450.88,0,12
30,2247,...,,190711,1418827081,Video.Play,0.0,0,0
31,1134,...,,190711,1418827545,Video.Pause,460.846,0,12
32,1691,...,,193524,1480461295,Video.Play,0.002,0,0
33,1352,...,,193524,1480461307,Video.Pause,248.19099999999997,0,8
34,774,...,,370148,1418906849,Video.Play,0.0,0,0
35,1103,...,,370148,1418906850,Video.Play,0.0,0,0
36,125,...,,370148,1418906876,Video.Play,32.328,0,1
37,389,...,,370148,1418906898,Video.Pause,308.847,0,9
38,517,...,,370148,1418906900,Video.Play,308.847,2,9
39,994,...,,370148,1418906932,Video.Pause,349.12800000000004,0,10
40,1844,...,,370148,1418906945,Video.Play,349.12800000000004,13,10
41,531,...,,370148,1418906956,Video.Pause,361.407,0,11
42,2185,...,,370148,1418906990,Video.Play,361.407,34,11
43,307,...,,370148,1418907046,Video.Pause,430.88699999999994,0,12
44,60,...,,370148,1418993127,Video.Play,430.0,0,12
45,623,...,,370148,1418993127,Video.Play,430.0,0,12
46,1821,...,,370148,1418993128,Video.Play,430.0,0,12
47,2552,...,,370148,1418993128,Video.Play,430.0,0,12
48,1390,...,,370148,1418993140,Video.Play,209.0,0,8
49,706,...,,370148,1418993143,Video.Play,211.081,0,8
50,1803,...,,370148,1418993359,Video.Pause,219.2,0,8
51,2388,...,,370148,1418993363,Video.Play,219.2,4,8
52,2143,...,,370148,1418993372,Video.Pause,228.6,0,8
53,553,...,,370148,1418995753,Video.Play,228.6,2381,8
54,1917,...,,370148,1418995806,Video.Pause,281.64,0,9
55,1208,...,,370148,1418996496,Video.Play,281.64,690,9
56,621,...,,370148,1418996558,Video.Play,344.16,0,10
57,2133,...,,382505,1429361896,Video.Play,0.0,0,0
58,2103,...,,382505,1429361899,Video.Pause,2.96097,0,0
59,2095,...,,952965,1418286146,Video.Play,0.0,0,0
60,1641,...,,952965,1418286147,Video.Pause,0.743478,0,0
61,254,...,,1059795,1432044213,Video.Play,0.0,0,0
62,2039,...,,1073077,1436097868,Video.Play,0.0,0,0
63,2041,...,,1073077,1436097869,Video.Pause,1.1475,0,0
64,1646,...,,1073077,1436110378,Video.Play,1.0,0,0
65,2434,...,,1073077,1436110628,Video.Pause,309.375,0,9
66,2679,...,,1073077,1436110692,Video.Play,309.7,0,9
67,905,...,,1073077,1436110757,Video.Pause,390.525,0,12
68,171,...,,1073077,1436110843,Video.Play,390.9,0,12
69,1436,...,,1073077,1436110898,Video.Pause,460.375,0,12
70,278,...,,1159840,1418309799,Video.Play,0.0,0,0
71,1181,...,,1169887,1451460943,Video.Play,0.0,0,0
72,1149,...,,1169887,1451727173,Video.Play,0.0,0,0
73,995,...,,1169887,1451727452,Video.Play,19.0,0,1
74,1945,...,,1169887,1451727453,Video.Play,19.0,0,1
75,1835,...,,1169887,1451727465,Video.Play,0.0,0,0
76,1048,...,,1169887,1451727790,Video.Pause,321.683,0,9
77,350,...,,1169887,1451727841,Video.Play,322.54200000000003,0,9
78,702,...,,1169887,1451727980,Video.Pause,460.535,0,12
79,2240,...,,1316611,1419019691,Video.Play,0.0,0,0
80,605,...,,1316611,1419020152,Video.Pause,460.591,0,12
81,2064,...,,1387516,1418501829,Video.Play,0.0,0,0
82,1532,...,,1387516,1418501832,Video.Pause,3.27242,0,0
83,2188,...,,1387516,1418501984,Video.Play,3.27242,152,0
84,1655,...,,1387516,1418502034,Video.Pause,54.9338,0,1
85,2097,...,,1387516,1418502317,Video.Play,54.9338,283,1
86,879,...,,1387516,1418502333,Video.Pause,71.3367,0,1
87,1348,...,,1387516,1418502857,Video.Play,71.3367,524,1
88,1600,...,,1387516,1418502885,Video.Pause,99.7586,0,2
89,485,...,,1387516,1418502899,Video.Play,99.7586,14,2
90,541,...,,1387516,1418502903,Video.Pause,103.809,0,2
91,2375,...,,1387516,1418502922,Video.Play,103.809,19,2
92,266,...,,1387516,1418503030,Video.Pause,200.02,0,7
93,445,...,,1387516,1418503150,Video.Play,200.02,120,7
94,1187,...,,1387516,1418503179,Video.Pause,230.71200000000002,0,8
95,589,...,,1387516,1418503423,Video.Play,230.71200000000002,244,8
96,225,...,,1387516,1418503562,Video.Pause,370.564,0,11
97,2066,...,,1387516,1418506098,Video.Play,370.564,2536,11
98,890,...,,1387516,1418506116,Video.Pause,366.574,0,11
99,687,...,,1387516,1418506161,Video.Play,366.574,45,11
100,1469,...,,1387516,1418506193,Video.Pause,399.781,0,12
101,1758,...,,1387516,1418506260,Video.Play,399.781,67,12
102,337,...,,1387516,1418506263,Video.Pause,403.906,0,12
103,2620,...,,1387516,1418506274,Video.Play,403.906,11,12
104,949,...,,1387516,1418506331,Video.Pause,460.47900000000004,0,12
105,670,...,,1402323,1422970605,Video.Play,0.0,0,0
106,551,...,,1402323,1422970617,Video.Pause,16.4588,0,0
107,1249,...,,1402323,1422970650,Video.Play,16.4588,33,0
108,694,...,,1402323,1422970702,Video.Play,94.4945,0,2
109,1980,...,,1402323,1422970704,Video.Play,82.8713,0,2
110,1900,...,,1402323,1422970716,Video.Play,83.0441,0,2
111,2561,...,,1402323,1422970717,Video.Pause,67.0702,0,1
112,740,...,,1402323,1422970784,Video.Play,67.0702,67,1
113,2657,...,,1402323,1422970837,Video.Play,146.901,0,4
114,1672,...,,1402323,1422970869,Video.Pause,206.609,0,7
115,2019,...,,1402323,1422970896,Video.Play,206.609,27,7
116,2172,...,,1402323,1422971002,Video.Pause,365.481,0,11
117,118,...,,1402323,1422971060,Video.Play,365.481,58,11
118,2196,...,,1402323,1435242037,Video.Play,450.0,0,12
119,2445,...,,1402323,1435242040,Video.Play,54.0,0,1
120,1904,...,,1402323,1435242042,Video.Play,123.0,0,3
121,1331,...,,1402323,1435242044,Video.Play,125.67200000000001,0,4
122,846,...,,1402323,1435242046,Video.Play,225.0,0,8
123,749,...,,1402323,1435242048,Video.Play,309.0,0,9
124,606,...,,1402323,1435242050,Video.Play,372.0,0,11
125,2647,...,,1402323,1435242052,Video.Play,432.0,0,12
126,1772,...,,1756639,1429455201,Video.Play,0.0,0,0
127,976,...,,1756639,1429455415,Video.Play,162.0,0,5
128,34,...,,1756639,1429455416,Video.Play,137.0,0,4
129,2150,...,,1756639,1429455419,Video.Play,139.90200000000002,0,4
130,1640,...,,1756639,1429455536,Video.Play,205.0,0,7
131,651,...,,1756639,1429455744,Video.Play,393.0,0,12
132,1493,...,,1756639,1429455746,Video.Play,372.0,0,11
133,1485,...,,1756639,1429455757,Video.Play,353.0,0,10
134,172,...,,1756639,1429455760,Video.Play,323.0,0,9
135,2050,...,,1756639,1429455763,Video.Play,296.0,0,9
136,204,...,,1756639,1429455765,Video.Play,270.0,0,8
137,1226,...,,1756639,1429455770,Video.Play,236.0,0,8
138,1539,...,,1756639,1429455773,Video.Play,209.0,0,8
139,1924,...,,1756639,1429455776,Video.Play,188.0,0,6
140,1284,...,,1756639,1429455784,Video.Pause,195.14,0,7
141,423,...,,1756639,1429456047,Video.Play,71.0,0,1
142,2474,...,,1756639,1429456063,Video.Play,237.0,0,8
143,2137,...,,1756639,1429456110,Video.Play,382.0,0,11
144,416,...,,1756639,1429456115,Video.Pause,387.38599999999997,0,11
145,1168,...,,1756639,1429456630,Video.Play,387.38599999999997,515,11
146,1876,...,,1756639,1429456632,Video.Play,336.0,0,10
147,2527,...,,1756639,1429456757,Video.Pause,460.67800000000005,0,12
148,339,...,,1756639,1431698420,Video.Play,0.0,0,0
149,1085,...,,1756639,1431698425,Video.Play,5.18179,0,0
150,1725,...,,1756639,1431698436,Video.Play,111.83,0,2
151,954,...,,1756639,1431698440,Video.Play,155.04399999999998,0,4
152,279,...,,1756639,1431698537,Video.Pause,296.323,0,9
153,690,...,,2018150,1418315039,Video.Play,0.0,0,0
154,1183,...,,2018150,1418315501,Video.Pause,460.55800000000005,0,12
155,174,...,,2154727,1430252215,Video.Play,0.0,0,0
156,580,...,,2154727,1430252215,Video.Play,0.0,0,0
157,2206,...,,2173341,1478433937,Video.Play,0.0025,0,0
158,258,...,,2173341,1478434306,Video.Pause,460.67699999999996,0,12
159,2384,...,,2292099,1463989734,Video.Play,0.0,0,0
160,1221,...,,2292099,1463990102,Video.Pause,460.55,0,12
161,2257,...,,2304551,1453138112,Video.Play,0.0,0,0
162,2673,...,,2304551,1453138113,Video.Play,0.0,0,0
163,869,...,,2304551,1453138575,Video.Pause,460.72,0,12
164,1481,...,,2304551,1453138586,Video.Play,460.801,0,12
165,1781,...,,2304551,1453138587,Video.Play,457.0,0,12
166,1872,...,,2304551,1453138588,Video.Play,456.0,0,12
167,1166,...,,2304551,1453138590,Video.Play,453.0,0,12
168,1515,...,,2304551,1453138593,Video.Play,451.0,0,12
169,35,...,,2304551,1453138595,Video.Play,447.0,0,12
170,1020,...,,2304551,1453138596,Video.Play,444.0,0,12
171,561,...,,2304551,1453138606,Video.Pause,452.681,0,12
172,2339,...,,2304551,1453138619,Video.Play,453.186,0,12
173,1139,...,,2323976,1457779649,Video.Play,0.0,0,0
174,935,...,,2324990,1419014822,Video.Play,0.0,0,0
175,1310,...,,2324990,1419014828,Video.Play,36.0,0,1
176,178,...,,2324990,1419014832,Video.Play,101.0,0,2
177,2618,...,,2324990,1419014840,Video.Play,157.0,0,4
178,1978,...,,2324990,1419014844,Video.Play,199.0,0,7
179,1142,...,,2324990,1419014851,Video.Play,251.0,0,8
180,1951,...,,2324990,1419014998,Video.Play,397.07800000000003,0,12
181,815,...,,2324990,1419014999,Video.Play,396.787,0,12
182,975,...,,2324990,1419015000,Video.Play,395.0,0,12
183,2034,...,,2324990,1419015000,Video.Play,395.0,0,12
184,989,...,,2324990,1419015001,Video.Play,393.0,0,12
185,1324,...,,2324990,1419015002,Video.Play,391.0,0,12
186,2190,...,,2324990,1419015002,Video.Play,392.0,0,12
187,1656,...,,2324990,1419015003,Video.Play,390.24300000000005,0,12
188,1817,...,,2324990,1419015003,Video.Play,390.0,0,12
189,2492,...,,2324990,1419015004,Video.Play,389.851,0,12
190,1567,...,,2324990,1419015006,Video.Pause,387.725,0,12
191,1248,...,,2324990,1419015008,Video.Pause,361.0,0,11
192,1521,...,,2324990,1419015008,Video.Play,361.0,0,11
193,1000,...,,2324990,1419015012,Video.Pause,364.147,0,11
194,1731,...,,2324990,1419015015,Video.Play,331.0,0,9
195,2078,...,,2324990,1419017278,Video.Play,0.0,0,0
196,5,...,,2324990,1419017282,Video.Play,164.0,0,5
197,1931,...,,2324990,1419017283,Video.Play,182.0,0,6
198,47,...,,2324990,1419017286,Video.Play,205.0,0,7
199,2532,...,,2332282,1430243208,Video.Play,0.0,0,0
200,611,...,,2332282,1430243213,Video.Play,68.24,0,1
201,2440,...,,2391317,1418238617,Video.Play,0.0,0,0
202,1363,...,,2391317,1418238627,Video.Pause,9.71148,0,0
203,327,...,,2391317,1418238627,Video.Play,9.71148,0,0
204,601,...,,2391317,1418238806,Video.Play,177.50599999999997,0,6
205,2220,...,,2391317,1418238806,Video.Play,177.12,0,6
206,2169,...,,2391317,1418239030,Video.Play,365.04,0,11
207,2199,...,,2391317,1418239063,Video.Play,398.13599999999997,0,12
208,2244,...,,2391317,1418239125,Video.Play,420.3,0,12
209,2531,...,,2391317,1418239165,Video.Pause,460.731,0,12
210,418,...,,2391317,1418324590,Video.Play,152.6,0,4
211,1710,...,,2391317,1418324594,Video.Play,152.6,0,4
212,1943,...,,2391317,1418324596,Video.Pause,154.428,0,4
213,1791,...,,2391317,1418324614,Video.Play,154.571,0,4
214,2493,...,,2391317,1418324614,Video.Play,154.428,0,4
215,2072,...,,2391317,1418324635,Video.Play,173.364,0,6
216,693,...,,2391317,1418324637,Video.Play,383.25,0,11
217,2298,...,,2391317,1418324641,Video.Play,198.88099999999997,0,7
218,141,...,,2391317,1418324653,Video.Play,163.673,0,5
219,435,...,,2391317,1418324659,Video.Pause,387.009,0,11
220,1709,...,,2391317,1418325084,Video.Play,375.09,0,11
221,2592,...,,2391317,1418325087,Video.Play,377.284,0,11
222,1893,...,,2391317,1418325109,Video.Pause,387.024,0,11
223,415,...,,2391317,1418978357,Video.Play,2.0,0,0
224,987,...,,2391317,1418978358,Video.Pause,3.455,0,0
225,1270,...,,2391317,1418978361,Video.Play,3.455,3,0
226,1267,...,,2391317,1418978367,Video.Play,8.008,0,0
227,2343,...,,2391317,1418978419,Video.Pause,52.021,0,1
228,1886,...,,2391317,1418978453,Video.Play,52.021,34,1
229,557,...,,2391317,1418978495,Video.Pause,94.072,0,2
230,1295,...,,2391317,1418978507,Video.Play,94.072,12,2
231,111,...,,2391317,1418978575,Video.Pause,161.931,0,5
232,1096,...,,2391317,1418978596,Video.Play,161.931,21,5
233,1652,...,,2391317,1418978894,Video.Pause,459.131,0,12
234,1023,...,,2391317,1418979003,Video.Pause,449.0,0,12
235,2270,...,,2391317,1418979003,Video.Pause,449.0,0,12
236,235,...,,2391317,1418979005,Video.Pause,437.0,0,12
237,2264,...,,2391317,1418979005,Video.Pause,437.0,0,12
238,106,...,,2391317,1418979007,Video.Pause,422.0,0,12
239,2411,...,,2391317,1418979007,Video.Pause,422.0,0,12
240,1040,...,,2391317,1418979012,Video.Pause,329.0,0,9
241,1403,...,,2391317,1418979012,Video.Pause,329.0,0,9
242,305,...,,2391317,1418979015,Video.Pause,280.0,0,9
243,2522,...,,2391317,1418979015,Video.Pause,280.0,0,9
244,1086,...,,2391317,1418979017,Video.Pause,243.0,0,8
245,1271,...,,2391317,1418979017,Video.Pause,243.0,0,8
246,1090,...,,2391317,1418979060,Video.Pause,132.0,0,4
247,1990,...,,2391317,1418979060,Video.Pause,132.0,0,4
248,136,...,,2391317,1418979063,Video.Pause,42.0,0,1
249,1919,...,,2391317,1418979063,Video.Pause,42.0,0,1
250,2543,...,,2391317,1418979073,Video.Pause,62.0,0,1
251,1530,...,,2391317,1418979074,Video.Pause,62.0,0,1
252,742,...,,2391317,1418979075,Video.Pause,84.0,0,2
253,634,...,,2391317,1418979076,Video.Pause,84.0,0,2
254,1779,...,,2391317,1418979077,Video.Pause,109.0,0,2
255,2018,...,,2391317,1418979077,Video.Pause,109.0,0,2
256,988,...,,2391317,1418979080,Video.Pause,133.0,0,4
257,2370,...,,2391317,1418979080,Video.Pause,133.0,0,4
258,381,...,,2391317,1418979086,Video.Pause,165.0,0,5
259,2004,...,,2391317,1418979087,Video.Pause,165.0,0,5
260,1885,...,,2391317,1418979092,Video.Pause,66.0,0,1
261,509,...,,2391317,1418979093,Video.Pause,66.0,0,1
262,1387,...,,2391317,1418979195,Video.Pause,129.0,0,4
263,1730,...,,2391317,1418979195,Video.Pause,129.0,0,4
264,576,...,,2391317,1418979221,Video.Pause,165.0,0,5
265,1953,...,,2391317,1418979222,Video.Pause,165.0,0,5
266,1116,...,,2391317,1418979227,Video.Pause,194.0,0,6
267,1783,...,,2391317,1418979227,Video.Pause,194.0,0,6
268,560,...,,2391317,1418979229,Video.Pause,221.0,0,8
269,1825,...,,2391317,1418979229,Video.Pause,221.0,0,8
270,209,...,,2391317,1418979231,Video.Pause,210.0,0,8
271,434,...,,2391317,1418979231,Video.Pause,210.0,0,8
272,404,...,,2391317,1418979235,Video.Pause,198.0,0,7
273,1927,...,,2391317,1418979235,Video.Pause,198.0,0,7
274,1749,...,,2391317,1418979450,Video.Play,198.0,215,7
275,658,...,,2391317,1418979453,Video.Play,280.0,0,9
276,796,...,,2391317,1418979456,Video.Play,339.0,0,10
277,1522,...,,2391317,1418979461,Video.Pause,343.858,0,10
278,2006,...,,2391317,1418979522,Video.Play,343.858,61,10
279,843,...,,2391317,1418979523,Video.Pause,345.504,0,10
280,1477,...,,2471126,1465220166,Video.Play,0.0,0,0
281,637,...,,2619147,1418068436,Video.Play,0.0,0,0
282,98,...,,2619147,1418068437,Video.Play,0.0,0,0
283,1962,...,,2619147,1418068668,Video.Pause,460.551,0,12
284,950,...,,2627087,1486961124,Video.Pause,386.531,0,11
285,2049,...,,2627087,1486961475,Video.Play,386.63699999999994,0,11
286,571,...,,2627087,1486961524,Video.Pause,460.82599999999996,0,12
287,1370,...,,2641142,1418044693,Video.Play,0.0,0,0
288,698,...,,2641142,1418044770,Video.Pause,77.193,0,1
289,1665,...,,2641142,1418044781,Video.Play,77.193,11,1
290,206,...,,2641142,1418044956,Video.Pause,252.174,0,8
291,1126,...,,2641142,1418045052,Video.Play,252.174,96,8
292,299,...,,2641142,1418045260,Video.Pause,460.595,0,12
293,1789,...,,2844183,1418581639,Video.Play,0.0,0,0
294,2022,...,,2844183,1418581640,Video.Pause,0.04653,0,0
295,77,...,,2844183,1418581640,Video.Play,0.0,0,0
296,1533,...,,2844183,1418581660,Video.Play,0.04653,0,0
297,715,...,,2844183,1418581661,Video.Play,0.04653,0,0
298,1644,...,,2844183,1418581822,Video.Pause,241.21400000000003,0,8
299,2349,...,,2844183,1418581848,Video.Play,241.21400000000003,26,8
300,2165,...,,2844183,1418581851,Video.Play,241.373,0,8
301,1033,...,,2844183,1418581957,Video.Pause,398.25199999999995,0,12
302,1024,...,,2844183,1418581958,Video.Play,398.25199999999995,1,12
303,1666,...,,2844183,1418581964,Video.Play,406.973,0,12
304,313,...,,2844183,1418581966,Video.Play,356.37300000000005,0,10
305,613,...,,2856743,1418664449,Video.Play,0.0,0,0
306,1321,...,,2856743,1418664500,Video.Pause,50.3454,0,1
307,716,...,,2856743,1418664602,Video.Play,50.3454,102,1
308,234,...,,2856743,1418664631,Video.Pause,79.5216,0,1
309,1833,...,,2856743,1418664795,Video.Play,79.5216,164,1
310,1942,...,,2856743,1418665039,Video.Play,323.387,0,9
311,1225,...,,2856743,1418665040,Video.Play,331.708,0,9
