,index,AccountUserID_BLOB,SessionUserID_BLOB,AccountUserID,TimeStamp,EventType,CurrentTime,play_pause,current_slot
626,625,...,,6013226,1454482817,Video.Pause,116.38600000000001,0,3
627,824,...,,6013226,1454482856,Video.Play,116.69,0,3
628,23,...,,6013226,1454482864,Video.Pause,124.397,0,4
629,211,...,,6013226,1454482930,Video.Play,118.0,0,3
630,2557,...,,6013226,1454482947,Video.Pause,134.21200000000002,0,4
631,1831,...,,6013226,1454483933,Video.Play,134.4,0,4
632,2107,...,,6013226,1454483961,Video.Pause,162.881,0,5
633,251,...,,6013226,1454483982,Video.Play,163.13,0,5
634,402,...,,6013226,1454483989,Video.Pause,170.329,0,6
635,1279,...,,6013226,1454484025,Video.Play,170.61,0,6
636,2038,...,,6013226,1454484036,Video.Pause,181.07299999999998,0,6
637,2278,...,,6013226,1454484047,Video.Play,181.32,0,6
638,686,...,,6013226,1454484067,Video.Pause,200.53099999999998,0,7
639,2201,...,,6013226,1454484096,Video.Play,200.74,0,7
640,69,...,,6013226,1454484108,Video.Pause,213.717,0,8
641,2517,...,,6013226,1454484115,Video.Play,213.88,0,8
642,807,...,,6013226,1454484124,Video.Pause,221.604,0,8
643,214,...,,6013226,1454484166,Video.Play,221.88,0,8
644,2536,...,,6013226,1454484177,Video.Pause,232.57,0,8
645,2393,...,,6013226,1454484186,Video.Play,232.77,0,8
646,692,...,,6013226,1454484202,Video.Pause,249.486,0,8
647,647,...,,6013226,1454486054,Video.Pause,262.515,0,8
648,2005,...,,6013226,1454486085,Video.Play,262.79,0,8
649,1031,...,,6013226,1454486094,Video.Pause,271.49,0,8
650,102,...,,6013226,1454486150,Video.Play,271.76,0,8
651,351,...,,6013226,1454486153,Video.Pause,274.733,0,8
652,1512,...,,6013226,1454487189,Video.Play,274.82,0,8
653,608,...,,6013226,1454487196,Video.Pause,282.04900000000004,0,9
654,1823,...,,6013226,1454487212,Video.Play,282.28,0,9
655,908,...,,6013226,1454487250,Video.Pause,320.006,0,9
656,2175,...,,6013226,1454487270,Video.Play,320.39,0,9
657,2073,...,,6013226,1454487299,Video.Pause,348.841,0,10
658,190,...,,6013226,1454487311,Video.Play,349.13,0,10
659,200,...,,6013226,1454487330,Video.Pause,368.086,0,11
660,2346,...,,6013226,1454487341,Video.Play,368.35,0,11
661,2454,...,,6013226,1454487355,Video.Pause,381.801,0,11
662,2224,...,,6013226,1454487390,Video.Play,382.08,0,11
663,1681,...,,6013226,1454487427,Video.Pause,418.786,0,12
664,2491,...,,6013226,1454487438,Video.Play,410.59,0,12
665,124,...,,6013226,1454487441,Video.Pause,413.779,0,12
666,2373,...,,6013226,1454487455,Video.Play,414.05,0,12
667,1992,...,,6013226,1454487480,Video.Pause,437.994,0,12
668,1159,...,,6013226,1454487498,Video.Play,438.38,0,12
669,268,...,,6013226,1454487520,Video.Pause,460.819,0,12
670,2156,...,,6027759,1425396142,Video.Play,0.0,0,0
671,984,...,,6027759,1425396143,Video.Play,0.0,0,0
672,146,...,,6027759,1425396150,Video.Pause,6.16545,0,0
673,1288,...,,6027759,1425396150,Video.Pause,6.16545,0,0
674,814,...,,6469274,1460600312,Video.Play,0.0,0,0
675,218,...,,6469274,1460600314,Video.Pause,1.6031600000000001,0,0
676,1574,...,,6469274,1460600362,Video.Play,0.023,0,0
677,2155,...,,6469274,1460600409,Video.Pause,45.6174,0,1
678,755,...,,6469274,1460600824,Video.Play,45.7943,0,1
679,39,...,,6469274,1460600984,Video.Pause,210.26,0,8
680,2668,...,,6469274,1460601247,Video.Play,206.0,0,7
681,2026,...,,6469274,1460601269,Video.Pause,229.41,0,8
682,2632,...,,6469274,1460601382,Video.Play,229.61599999999999,0,8
683,430,...,,6469274,1460601427,Video.Pause,273.54200000000003,0,8
684,2053,...,,6469274,1460601468,Video.Play,273.682,0,8
685,2448,...,,6469274,1460601577,Video.Pause,379.629,0,11
686,187,...,,6469274,1460601633,Video.Play,379.691,0,11
687,1074,...,,6469274,1460601643,Video.Pause,389.52,0,12
688,2407,...,,6469274,1460601664,Video.Play,386.0,0,11
689,223,...,,6469274,1460601724,Video.Pause,444.066,0,12
690,568,...,,6469274,1460601774,Video.Play,444.292,0,12
691,570,...,,6469274,1460601792,Video.Pause,460.871,0,12
692,1260,...,,6647659,1473314992,Video.Play,0.003,0,0
693,765,...,,6647659,1473315325,Video.Pause,239.82,0,8
694,639,...,,6647659,1474286974,Video.Play,0.001,0,0
695,1815,...,,6647659,1474287622,Video.Pause,460.68800000000005,0,12
696,1700,...,,6647659,1474287622,Video.Play,103.0,0,2
697,16,...,,6647659,1474288147,Video.Pause,460.67699999999996,0,12
698,1032,...,,6758259,1458591946,Video.Pause,4.2392,0,0
699,1250,...,,6758259,1458592029,Video.Play,0.0,0,0
700,978,...,,6758259,1458592125,Video.Pause,95.7693,0,2
701,1674,...,,6758259,1458593085,Video.Play,100.12,0,2
702,2387,...,,6758259,1458593191,Video.Pause,207.78,0,7
703,642,...,,6758259,1458593265,Video.Play,207.88,0,7
704,1359,...,,6758259,1458593360,Video.Pause,305.286,0,9
705,1670,...,,6758259,1458593839,Video.Play,307.88,0,9
706,233,...,,6830719,1446365533,Video.Pause,0.0,0,0
707,1122,...,,6830719,1446365533,Video.Play,0.0,0,0
708,1404,...,,6830719,1446365534,Video.Play,0.0,0,0
709,2669,...,,6830719,1446365678,Video.Pause,408.278,0,12
710,7,...,,6907193,1429455518,Video.Play,0.0,0,0
711,2059,...,,6907193,1429455533,Video.Play,3.702,0,0
712,1627,...,,6907193,1429455536,Video.Play,3.983,0,0
713,29,...,,6907193,1429455603,Video.Pause,71.3404,0,1
714,1736,...,,6907193,1429455629,Video.Play,71.3404,26,1
715,940,...,,6907193,1429455636,Video.Play,78.1974,0,1
716,2603,...,,6907193,1429455642,Video.Play,99.738,0,2
717,2551,...,,6907193,1429455646,Video.Play,131.03799999999998,0,4
718,1896,...,,6907193,1429455648,Video.Play,167.31799999999998,0,5
719,609,...,,6907193,1429455652,Video.Play,202.458,0,7
720,448,...,,6907193,1429455657,Video.Play,248.718,0,8
721,1614,...,,6907193,1429455662,Video.Play,276.138,0,9
722,2713,...,,6907193,1429455667,Video.Play,328.73800000000006,0,9
723,1809,...,,6907193,1429455681,Video.Play,375.458,0,11
724,1439,...,,6907193,1429455689,Video.Play,422.43800000000005,0,12
725,614,...,,6907193,1429455691,Video.Play,443.858,0,12
726,1556,...,,6907193,1429455702,Video.Play,390.158,0,12
727,923,...,,6907193,1429455706,Video.Play,345.458,0,10
728,2056,...,,6907193,1429455739,Video.Pause,350.23800000000006,0,10
729,1425,...,,7126321,1439389041,Video.Play,0.0,0,0
730,409,...,,7126321,1439389113,Video.Pause,71.5318,0,1
731,1244,...,,7126321,1439389151,Video.Play,71.8301,0,1
732,451,...,,7126321,1439389160,Video.Pause,80.8157,0,2
733,2461,...,,7126321,1439389225,Video.Play,81.3064,0,2
734,1544,...,,7126321,1439389271,Video.Play,116.56,0,3
735,302,...,,7126321,1439389279,Video.Pause,124.01799999999999,0,3
736,538,...,,7126321,1439389313,Video.Play,122.0,0,3
737,529,...,,7126321,1439389331,Video.Pause,139.71,0,4
738,594,...,,7126321,1439390199,Video.Play,140.00799999999998,0,4
739,406,...,,7126321,1439390226,Video.Pause,167.351,0,5
740,427,...,,7126321,1439390453,Video.Play,167.543,0,5
741,2317,...,,7126321,1439390461,Video.Pause,176.16,0,6
742,943,...,,7126321,1439390495,Video.Play,176.39700000000002,0,6
743,2564,...,,7126321,1439390542,Video.Play,215.0,0,8
744,1340,...,,7126321,1439390543,Video.Play,207.0,0,7
745,1231,...,,7126321,1439390551,Video.Pause,215.204,0,8
746,2655,...,,7126321,1439390579,Video.Play,200.0,0,7
747,2421,...,,7126321,1439390649,Video.Pause,269.974,0,8
748,91,...,,7126321,1439390786,Video.Play,270.23,0,8
749,1460,...,,7126321,1439390879,Video.Pause,363.534,0,11
750,474,...,,7126321,1439390935,Video.Play,363.961,0,11
751,1845,...,,7126321,1439390964,Video.Play,381.0,0,11
752,1003,...,,7126321,1439390969,Video.Play,384.0,0,11
753,2663,...,,7126321,1439390969,Video.Play,378.0,0,11
754,2528,...,,7126321,1439390975,Video.Play,370.0,0,11
755,2534,...,,7126321,1439390981,Video.Play,365.0,0,11
756,1041,...,,7126321,1439390990,Video.Pause,373.589,0,11
757,2111,...,,7126321,1439391083,Video.Play,373.994,0,11
758,903,...,,7126321,1439391119,Video.Pause,409.86199999999997,0,12
759,227,...,,7126321,1439391205,Video.Play,410.14,0,12
760,2241,...,,7126321,1439391209,Video.Pause,414.096,0,12
761,267,...,,7126321,1439391224,Video.Play,414.31,0,12
762,1511,...,,7126321,1439391231,Video.Pause,421.44300000000004,0,12
763,287,...,,7126321,1439391248,Video.Play,421.80699999999996,0,12
764,1559,...,,7126321,1439391266,Video.Pause,439.398,0,12
765,1205,...,,7126321,1439391310,Video.Play,439.931,0,12
766,1920,...,,7126321,1439391332,Video.Pause,460.50199999999995,0,12
767,1223,...,,7179669,1451087189,Video.Play,0.0,0,0
768,2305,...,,7179669,1451087194,Video.Play,128.0,0,4
769,867,...,,7179669,1451087205,Video.Play,194.0,0,6
770,440,...,,7179669,1451087208,Video.Play,323.0,0,9
771,2322,...,,7215023,1436172431,Video.Play,0.0,0,0
772,1549,...,,7215023,1436172448,Video.Play,0.0,0,0
773,269,...,,7215023,1436172909,Video.Pause,460.47900000000004,0,12
774,2436,...,,7224046,1471078600,Video.Play,0.0,0,0
775,2622,...,,7224046,1471078612,Video.Pause,110.788,0,2
776,1327,...,,7521103,1481189845,Video.Play,0.003,0,0
777,1698,...,,7521103,1481189859,Video.Pause,18.3257,0,1
778,1956,...,,7521103,1481189866,Video.Play,18.4025,0,1
779,1890,...,,7521103,1481189868,Video.Pause,21.7045,0,1
780,2442,...,,7521103,1481189901,Video.Play,21.8468,0,1
781,250,...,,7521103,1481189945,Video.Pause,85.7835,0,2
782,1509,...,,7521103,1481189958,Video.Play,86.0038,0,2
783,967,...,,7521103,1481189971,Video.Pause,104.255,0,2
784,499,...,,7521103,1481189978,Video.Play,104.46799999999999,0,2
785,856,...,,7521103,1481189994,Video.Pause,127.934,0,4
786,1282,...,,7521103,1481190001,Video.Play,128.194,0,4
787,624,...,,7521103,1481190037,Video.Pause,180.945,0,6
788,459,...,,7521103,1481190116,Video.Play,181.329,0,6
789,1462,...,,7521103,1481190133,Video.Pause,207.791,0,7
790,877,...,,7521103,1481190143,Video.Play,207.792,0,7
791,1923,...,,7521103,1481190153,Video.Pause,221.298,0,8
792,942,...,,7521103,1481190251,Video.Play,208.128,0,8
793,1456,...,,7521103,1481190269,Video.Pause,235.127,0,8
794,631,...,,7521103,1481190277,Video.Play,235.41099999999997,0,8
795,513,...,,7521103,1481190291,Video.Pause,255.157,0,8
796,280,...,,7521103,1481190292,Video.Play,255.55,0,8
797,1351,...,,7521103,1481190313,Video.Pause,275.291,0,8
798,1762,...,,7521103,1481190318,Video.Play,275.622,0,8
799,1988,...,,7521103,1481190374,Video.Pause,359.29,0,10
800,55,...,,7521103,1481190383,Video.Play,356.81699999999995,0,10
801,1277,...,,7521103,1481190403,Video.Pause,387.32800000000003,0,11
802,1871,...,,7521103,1481190427,Video.Play,387.654,0,12
803,535,...,,7521103,1481190450,Video.Pause,422.151,0,12
804,2234,...,,7521103,1481190456,Video.Play,422.463,0,12
805,1278,...,,7521103,1481190467,Video.Pause,439.528,0,12
806,2101,...,,7521103,1481190478,Video.Play,439.707,0,12
807,2344,...,,7521103,1481190493,Video.Pause,460.957,0,12
808,2540,...,,7542639,1468268209,Video.Play,0.095312,0,0
809,101,...,,7542639,1468268517,Video.Pause,460.767,0,12
810,2065,...,,7564312,1487231109,Video.Play,0.002,0,0
811,433,...,,7564312,1487231195,Video.Pause,85.8968,0,2
812,1255,...,,7564312,1487231429,Video.Play,86.0231,0,2
813,168,...,,7564312,1487231582,Video.Pause,239.03400000000002,0,8
814,881,...,,7564312,1487231588,Video.Play,195.0,0,7
815,1301,...,,7564312,1487231816,Video.Pause,422.14300000000003,0,12
816,1868,...,,7564312,1487231823,Video.Play,417.001,0,12
817,592,...,,7564312,1487231867,Video.Pause,460.74300000000005,0,12
818,777,...,,7758611,1452599363,Video.Play,0.0,0,0
819,2012,...,,7758611,1452599557,Video.Play,233.0,0,8
820,1121,...,,7758611,1452599561,Video.Play,264.0,0,8
821,1540,...,,7758611,1452599562,Video.Play,291.0,0,9
822,2463,...,,7758611,1452599565,Video.Play,322.0,0,9
823,817,...,,7758611,1452599567,Video.Play,342.0,0,10
824,2420,...,,7758611,1452599569,Video.Play,363.0,0,11
825,2675,...,,7758611,1452599572,Video.Play,387.0,0,11
826,1303,...,,7758611,1452599576,Video.Play,415.0,0,12
827,336,...,,7758611,1452599577,Video.Play,441.0,0,12
828,808,...,,7758611,1452599581,Video.Pause,11.183,0,0
829,1014,...,,7758611,1452599581,Video.Play,11.0,0,0
830,388,...,,7758611,1452697618,Video.Play,11.0,0,0
831,43,...,,7758611,1452697623,Video.Play,44.0,0,1
832,743,...,,7758611,1452697625,Video.Play,93.0,0,2
833,2355,...,,7758611,1452697627,Video.Play,128.0,0,4
834,1788,...,,7758611,1452697628,Video.Play,176.0,0,6
835,2025,...,,7758611,1452697632,Video.Play,240.0,0,8
836,965,...,,7758611,1452697634,Video.Play,298.0,0,9
837,2576,...,,7758611,1452697636,Video.Play,349.0,0,10
838,387,...,,7758611,1452697638,Video.Play,390.0,0,12
839,89,...,,7758611,1452697640,Video.Play,429.0,0,12
840,916,...,,7758611,1452697641,Video.Play,24.0,0,1
841,2081,...,,7758611,1452697642,Video.Pause,24.783,0,1
842,2209,...,,7758611,1453312646,Video.Play,24.0,0,1
843,2400,...,,7758611,1453312705,Video.Pause,27.72,0,1
844,1227,...,,7785151,1452608119,Video.Play,0.0,0,0
845,2659,...,,7785151,1452608150,Video.Pause,30.676,0,1
846,1651,...,,7785151,1452608155,Video.Play,30.88,0,1
847,2429,...,,7785151,1452608195,Video.Pause,70.53699999999999,0,1
848,1726,...,,7785151,1452608196,Video.Play,71.217,0,1
849,1734,...,,7785151,1452608199,Video.Pause,73.456,0,1
850,2595,...,,7785151,1452608288,Video.Play,73.8,0,1
851,12,...,,7785151,1452608373,Video.Pause,159.477,0,4
852,644,...,,7785151,1452608379,Video.Play,159.76,0,4
853,1097,...,,7785151,1452608409,Video.Pause,189.937,0,6
854,1718,...,,7785151,1452608440,Video.Play,190.18,0,6
855,480,...,,7785151,1452608455,Video.Pause,205.05599999999998,0,7
856,2091,...,,7785151,1452608456,Video.Play,205.11599999999999,0,7
857,296,...,,7785151,1452608458,Video.Pause,207.11599999999999,0,7
858,1457,...,,7785151,1452608460,Video.Play,207.26,0,7
859,274,...,,7785151,1452608461,Video.Pause,207.916,0,8
860,1881,...,,7785151,1452608463,Video.Play,208.11599999999999,0,8
861,1125,...,,7785151,1452608488,Video.Pause,233.11700000000002,0,8
862,2079,...,,7785151,1452608492,Video.Play,233.52,0,8
863,97,...,,7785151,1452608498,Video.Pause,239.696,0,8
864,515,...,,7785151,1452608499,Video.Play,240.037,0,8
865,1744,...,,7785151,1452608511,Video.Pause,251.037,0,8
866,766,...,,7785151,1452608511,Video.Play,251.21599999999998,0,8
867,2530,...,,7785151,1452608536,Video.Pause,275.217,0,8
868,2584,...,,7785151,1452608537,Video.Play,275.51599999999996,0,8
869,525,...,,7785151,1452608553,Video.Pause,290.517,0,9
870,275,...,,7785151,1452608583,Video.Play,290.94,0,9
871,1018,...,,7785151,1452608679,Video.Pause,386.836,0,11
872,72,...,,7785151,1452608697,Video.Play,387.34,0,11
873,1080,...,,7785151,1452608747,Video.Pause,437.017,0,12
874,2063,...,,7785151,1452608752,Video.Play,437.62,0,12
875,1465,...,,7785151,1452608773,Video.Pause,459.29699999999997,0,12
876,21,...,,7935712,1469201012,Video.Play,0.001,0,0
877,2538,...,,8179166,1486731381,Video.Play,0.002,0,0
878,343,...,,8179166,1486731534,Video.Pause,152.535,0,4
879,1108,...,,8179166,1486731578,Video.Play,152.703,0,4
880,289,...,,8179166,1486731813,Video.Pause,387.24,0,11
881,1196,...,,8179166,1486732753,Video.Play,387.32599999999996,0,11
882,747,...,,8179166,1486732827,Video.Pause,460.699,0,12
883,352,...,,8179166,1486732830,Video.Play,460.846,0,12
884,1455,...,,8179166,1486732834,Video.Pause,2.6505900000000002,0,0
885,917,...,,8726123,1467639786,Video.Play,0.0,0,0
886,1918,...,,8726123,1467639820,Video.Pause,428.64,0,12
887,1492,...,,8809881,1447330967,Video.Play,0.0,0,0
888,1192,...,,8809881,1447330972,Video.Pause,4.1588,0,0
889,2633,...,,8809881,1447331894,Video.Play,4.423780000000001,0,0
890,2631,...,,8809881,1447332333,Video.Pause,460.486,0,12
891,2261,...,,8809881,1447345485,Video.Play,460.846,0,12
892,1269,...,,8964472,1480357620,Video.Play,0.004,0,0
893,151,...,,9199041,1452675715,Video.Play,0.04,0,0
894,2634,...,,9199041,1452675749,Video.Play,0.046312,0,0
895,2161,...,,9199041,1452675752,Video.Play,0.0695,0,0
896,2452,...,,9199041,1452676213,Video.Pause,460.705,0,12
897,79,...,,9906990,1459400321,Video.Play,0.0,0,0
898,324,...,,9906990,1459400555,Video.Pause,338.96,0,10
899,2594,...,,9906990,1459400722,Video.Play,339.585,0,10
900,2639,...,,9906990,1459400803,Video.Pause,460.41900000000004,0,12
901,1775,...,,10259646,1480000167,Video.Play,0.027555,0,0
902,2672,...,,10259646,1480000174,Video.Pause,6.37464,0,0
903,996,...,,10259646,1480043309,Video.Play,6.002000000000001,0,0
904,2709,...,,10259646,1480043540,Video.Pause,237.13,0,8
905,1974,...,,10259646,1480043799,Video.Play,237.25,0,8
906,728,...,,10259646,1480044023,Video.Pause,460.73199999999997,0,12
907,2489,...,,11735580,1472689131,Video.Play,0.001,0,0
908,1163,...,,11735580,1472689296,Video.Pause,163.93099999999998,0,5
909,933,...,,11735580,1472689319,Video.Play,164.21099999999998,0,5
910,880,...,,11735580,1472689354,Video.Pause,199.12099999999998,0,7
911,2578,...,,11735580,1472689369,Video.Play,199.303,0,7
912,1056,...,,11735580,1472689442,Video.Pause,272.218,0,8
913,1417,...,,11735580,1472689480,Video.Play,272.349,0,8
914,1979,...,,11735580,1472689668,Video.Pause,460.852,0,12
915,1190,...,,12004879,1475835158,Video.Play,0.023,0,0
916,1703,...,,12004879,1475835329,Video.Pause,170.56400000000002,0,6
917,1542,...,,12004879,1475835502,Video.Play,170.685,0,6
918,484,...,,12004879,1475835803,Video.Pause,460.705,0,12
919,2189,...,,12004879,1475836887,Video.Play,460.847,0,12
920,1207,...,,12004879,1475836892,Video.Pause,4.5578,0,0
921,92,...,,12911082,1482037254,Video.Play,0.005,0,0
922,1442,...,,12911082,1482037280,Video.Pause,25.6587,0,1
923,1568,...,,12911082,1482038845,Video.Play,24.623,0,1
924,2638,...,,12911082,1482039282,Video.Pause,460.98900000000003,0,12
925,780,...,,13032543,1483581637,Video.Play,0.002,0,0
926,2109,...,,13079316,1486657369,Video.Play,1.17324,0,0
927,481,...,,13079316,1486657388,Video.Pause,20.3717,0,1
928,1616,...,,13079316,1486657637,Video.Play,20.6289,0,1
929,1883,...,,13079316,1486657674,Video.Pause,58.1811,0,1
930,273,...,,13079316,1486657778,Video.Play,58.3622,0,1
931,654,...,,13079316,1486658181,Video.Pause,460.711,0,12
